2222,-0.39589169000933744
2169,-0.15032679738562083
2331,-0.14565826330532228
2337,-0.13632119514472429
2357,-0.12978524743230646
2157,-0.12605042016806722
80,-0.11671335200746968
2221,-0.11484593837535018
2351,-0.10924369747899165
25,-0.1083099906629319
2460,-0.098972922502334582
524,-0.098972922502334248
2324,-0.093370681605975836
2186,-0.08963585434173682
2268,-0.08963585434173682
2118,-0.088702147525676844
2183,-0.086834733893557559
2404,-0.084967320261437829
2202,-0.084967320261437607
2389,-0.083099906629318543
2323,0.091503267973856328
2503,0.093370681605975614
2256,0.093370681605975836
2455,0.09430438842203559
2292,0.09897292250233436
2200,0.099906629318393669
2349,0.099906629318394113
288,0.10457516339869277
2488,0.10830999066293212
2445,0.11017740429505141
2341,0.11204481792717114
2204,0.11391223155929042
2230,0.11577964519140949
2141,0.11764705882352922
2339,0.12885154061624648
2333,0.12978524743230602
2009,0.1307189542483661
2233,0.13352007469654525
17,0.13445378151260501
2223,0.40709617180205449
